TIMESTAMP,temp,SWin,sp,uwind,rh,LWin,z,bcwet,bcdry,ocwet,ocdry,dustwet,dustdry,tp
4/26/2024 11:00,-2.557333333,2425190.88,82383.33333,1.921666667,51.035,798300,1682,0,0,0,0,0,0,0
4/26/2024 12:00,-1.9425,2897617.14,82300,1.5535,51.13833333,753300,1682,0,0,0,0,0,0,0
4/26/2024 13:00,-1.0335,3004025.16,82300,1.07,47.52666667,758700,1682,0,0,0,0,0,0,0
4/26/2024 14:00,-1.648166667,3004104.84,82300,0.949666667,48.35166667,747900,1682,0,0,0,0,0,0,0
4/26/2024 15:00,0.552,2853912.12,82300,0.274666667,39.73166667,763200,1682,0,0,0,0,0,0,0
4/26/2024 16:00,0.242333333,2476819.02,82283.33333,0.426833333,40.57833333,751500,1682,0,0,0,0,0,0,0
4/26/2024 17:00,-1.666833333,1991634.42,82200,1.249333333,46.13,747900,1682,0,0,0,0,0,0,0
4/26/2024 18:00,-1.872666667,1427659.5,82200,1.4655,53.93166667,748800,1682,0,0,0,0,0,0,0
4/26/2024 19:00,-2.085166667,865431,82183.33333,1.924666667,50.28833333,735300,1682,0,0,0,0,0,0,0
4/26/2024 20:00,-2.5155,144835.836,82100,2.1415,49.97333333,734400,1682,0,0,0,0,0,0,0
4/26/2024 21:00,-2.917666667,16518.16926,82100,1.869666667,48.38166667,734400,1682,0,0,0,0,0,0,0
4/26/2024 22:00,-3.233,0,82100,1.9935,47.61666667,735300,1682,0,0,0,0,0,0,0
4/26/2024 23:00,-3.514833333,0,82100,2.207666667,49.62,738000,1682,0,0,0,0,0,0,0
4/27/2024 0:00,-3.371666667,0,82083.33333,2.337333333,48.28166667,743400,1682,0,0,0,0,0,0,0
4/27/2024 1:00,-3.667833333,0,82000,2.2855,49.48333333,755100,1682,0,0,0,0,0,0,0
4/27/2024 2:00,-3.098,0,82000,3.023333333,48.46833333,808200,1682,0,0,0,0,0,0,0
4/27/2024 3:00,-3.725,0,82000,4.302166667,53.935,828000,1682,0,0,0,0,0,0,0
4/27/2024 4:00,-4.483,0,82000,3.9095,55.49166667,770400,1682,0,0,0,0,0,0,0
4/27/2024 5:00,-4.748333333,0,81900,3.817166667,58.10333333,780300,1682,0,0,0,0,0,0,0
4/27/2024 6:00,-4.873833333,44867.9166,81900,3.781833333,56.65,740700,1682,0,0,0,0,0,0,0
4/27/2024 7:00,-4.163166667,263657.238,81900,4.485333333,54.145,736200,1682,0,0,0,0,0,0,0
4/27/2024 8:00,-3.4755,1136411.22,81883.33333,4.299,54.98,734400,1682,0,0,0,0,0,0,0
4/27/2024 9:00,-2.243833333,1731534.72,81800,4.345,53.83333333,746100,1682,0,0,0,0,0,0,0
4/27/2024 10:00,-1.416333333,2227289.82,81800,4.597333333,53.85833333,747900,1682,0,0,0,0,0,0,0
4/27/2024 11:00,-1.008833333,2638125.9,81800,4.703833333,54.265,756900,1682,0,0,0,0,0,0,0
4/27/2024 12:00,-0.772166667,2924582.82,81800,4.6495,54.925,758700,1682,0,0,0,0,0,0,0
4/27/2024 13:00,-0.5425,3043875.96,81800,4.300666667,56.415,759600,1682,0,0,0,0,0,0,0
4/27/2024 14:00,-0.220833333,3047696.58,81816.66667,3.759333333,56.47666667,783000,1682,0,0,0,0,0,0,0
4/27/2024 15:00,-0.177333333,2341944.12,81900,3.453,57.81666667,847800,1682,0,0,0,0,0,0,0
4/27/2024 16:00,0.12,2437362.12,81816.66667,3.272666667,57.91333333,772200,1682,0,0,0,0,0,0,0
4/27/2024 17:00,-0.242333333,2013587.7,81800,4.224,62.055,769500,1682,0,0,0,0,0,0,0
4/27/2024 18:00,-0.502666667,1450796.82,81800,3.582833333,66.49833333,768600,1682,0,0,0,0,0,0,0
4/27/2024 19:00,-0.960666667,875477.16,81800,3.694666667,67.85166667,767700,1682,0,0,0,0,0,0,0
4/27/2024 20:00,-1.506333333,173171.226,81800,3.780666667,67.50666667,771300,1682,0,0,0,0,0,0,0
